category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	p_adjust_over_represented	p_adjust_under_represented
04950	0.0229309601695209	0.999792684502122	1	16	1	0.999792684502122
00982	0.0259872348953261	0.999733396678819	1	16	1	0.999792684502122
04976	0.0737464594794662	0.997737695228013	1	32	1	0.999792684502122
04930	0.0820453905750017	0.997187340162419	1	33	1	0.999792684502122
05217	0.103318859303035	0.995460674008802	1	46	1	0.999792684502122
04910	0.12825077840563	0.992905324086251	1	55	1	0.999792684502122
04916	0.148254264371825	0.990406199413371	1	67	1	0.999792684502122
04630	0.158509228268635	0.988930638015193	1	101	1	0.999792684502122
04310	0.195079401101571	0.982966003317523	1	95	1	0.999792684502122
04144	0.211251692609089	0.979869750719237	1	98	1	0.999792684502122
05200	0.365105439069749	0.934846587205112	1	179	1	0.999792684502122
04010	1	0.691405973987083	0	160	1	0.999792684502122
00010	1	0.962875472429653	0	24	1	0.999792684502122
00020	1	0.99366991813311	0	4	1	0.999792684502122
00030	1	0.987504466141684	0	8	1	0.999792684502122
00040	1	0.993916273347438	0	4	1	0.999792684502122
00051	1	0.97663171606125	0	11	1	0.999792684502122
00052	1	0.979755970792199	0	10	1	0.999792684502122
00053	1	0.997859927267047	0	2	1	0.999792684502122
00061	1	0.999054081921929	0	1	1	0.999792684502122
00071	1	0.987159701822296	0	7	1	0.999792684502122
00072	1	0.996880778486931	0	2	1	0.999792684502122
00100	1	0.995177625733391	0	2	1	0.999792684502122
00120	1	0.998093117737347	0	2	1	0.999792684502122
00140	1	0.980218811122323	0	13	1	0.999792684502122
00190	1	0.975563370852574	0	22	1	0.999792684502122
00230	1	0.838437376966929	0	75	1	0.999792684502122
00232	1	0.998452857301902	0	2	1	0.999792684502122
00240	1	0.928751064274206	0	36	1	0.999792684502122
00250	1	0.980910808514461	0	7	1	0.999792684502122
00260	1	0.985591101200552	0	8	1	0.999792684502122
00270	1	0.970456728624298	0	13	1	0.999792684502122
00280	1	0.987907975971936	0	6	1	0.999792684502122
00290	1	0.995362533734201	0	2	1	0.999792684502122
00310	1	0.981559307572991	0	8	1	0.999792684502122
00330	1	0.960205810103416	0	19	1	0.999792684502122
00340	1	0.984038592872529	0	8	1	0.999792684502122
00350	1	0.973117243000634	0	15	1	0.999792684502122
00360	1	0.989842716100553	0	6	1	0.999792684502122
00380	1	0.976698748335729	0	12	1	0.999792684502122
00400	1	0.998590387986461	0	1	1	0.999792684502122
00410	1	0.982536907920393	0	7	1	0.999792684502122
00430	1	0.98556945006353	0	6	1	0.999792684502122
00450	1	0.992285395528514	0	3	1	0.999792684502122
00460	1	0.994327923522302	0	3	1	0.999792684502122
00471	1	0.996195019023442	0	1	1	0.999792684502122
00472	1	0.998309432040401	0	1	1	0.999792684502122
00480	1	0.979276542988484	0	13	1	0.999792684502122
00500	1	0.976887705585295	0	9	1	0.999792684502122
00510	1	0.963734507834729	0	16	1	0.999792684502122
00511	1	0.992526441482235	0	3	1	0.999792684502122
00512	1	0.95431052014351	0	20	1	0.999792684502122
00514	1	0.961900155927194	0	15	1	0.999792684502122
00520	1	0.975041009647605	0	14	1	0.999792684502122
00524	1	0.991525467114523	0	3	1	0.999792684502122
00531	1	0.985353244773492	0	8	1	0.999792684502122
00532	1	0.96097807727402	0	18	1	0.999792684502122
00533	1	0.987005860025281	0	7	1	0.999792684502122
00534	1	0.95632853373392	0	18	1	0.999792684502122
00561	1	0.963126108185219	0	20	1	0.999792684502122
00562	1	0.927694948339462	0	28	1	0.999792684502122
00563	1	0.974462414217654	0	11	1	0.999792684502122
00564	1	0.929690393113268	0	33	1	0.999792684502122
00565	1	0.955411503125122	0	22	1	0.999792684502122
00590	1	0.918836107247422	0	55	1	0.999792684502122
00591	1	0.964262741773314	0	22	1	0.999792684502122
00592	1	0.970052082847244	0	15	1	0.999792684502122
00600	1	0.964283676004539	0	16	1	0.999792684502122
00601	1	0.965484416980256	0	15	1	0.999792684502122
00603	1	0.979228796612534	0	10	1	0.999792684502122
00604	1	0.988274902066113	0	5	1	0.999792684502122
00620	1	0.980865295849864	0	12	1	0.999792684502122
00630	1	0.997184049329496	0	3	1	0.999792684502122
00640	1	0.994620727768102	0	4	1	0.999792684502122
00650	1	0.985079681649157	0	7	1	0.999792684502122
00670	1	0.987544632402928	0	5	1	0.999792684502122
00730	1	0.995844628152212	0	2	1	0.999792684502122
00740	1	0.992733040458076	0	3	1	0.999792684502122
00750	1	0.994508997539188	0	2	1	0.999792684502122
00760	1	0.983142800112832	0	8	1	0.999792684502122
00770	1	0.993062519241388	0	3	1	0.999792684502122
00780	1	0.997172114459933	0	1	1	0.999792684502122
00785	1	0.999105851530398	0	1	1	0.999792684502122
00790	1	0.996371162276788	0	3	1	0.999792684502122
00830	1	0.976090156661767	0	18	1	0.999792684502122
00860	1	0.995293834262538	0	3	1	0.999792684502122
00900	1	0.996962422097691	0	1	1	0.999792684502122
00910	1	0.981830590157769	0	10	1	0.999792684502122
00920	1	0.9918250719626	0	5	1	0.999792684502122
00970	1	0.987630673001661	0	5	1	0.999792684502122
00980	1	0.97635151357867	0	15	1	0.999792684502122
00983	1	0.988942039849896	0	9	1	0.999792684502122
01040	1	0.993427017269159	0	3	1	0.999792684502122
01100	1	0.433161924909742	0	392	1	0.999792684502122
02010	1	0.945298614061745	0	18	1	0.999792684502122
03008	1	0.979059737703048	0	15	1	0.999792684502122
03010	1	0.974342751147014	0	29	1	0.999792684502122
03015	1	0.941265358132382	0	33	1	0.999792684502122
03018	1	0.961474168711953	0	23	1	0.999792684502122
03020	1	0.988423638163024	0	6	1	0.999792684502122
03022	1	0.975014713227936	0	14	1	0.999792684502122
03030	1	0.961639379031609	0	17	1	0.999792684502122
03040	1	0.964896730146578	0	26	1	0.999792684502122
03050	1	0.995885180505279	0	3	1	0.999792684502122
03060	1	0.990152340814622	0	5	1	0.999792684502122
03320	1	0.970030213894929	0	19	1	0.999792684502122
03410	1	0.967921472662699	0	16	1	0.999792684502122
03420	1	0.966331929647777	0	14	1	0.999792684502122
03430	1	0.975676717767465	0	10	1	0.999792684502122
03440	1	0.961825280894586	0	16	1	0.999792684502122
03450	1	0.981936467899035	0	8	1	0.999792684502122
04012	1	0.892632252686365	0	41	1	0.999792684502122
04020	1	0.736119504931886	0	122	1	0.999792684502122
04060	1	0.745177359769191	0	191	1	0.999792684502122
04062	1	0.827955067918528	0	99	1	0.999792684502122
04070	1	0.899099428765475	0	39	1	0.999792684502122
04110	1	0.876030338908442	0	58	1	0.999792684502122
04114	1	0.885777500280308	0	54	1	0.999792684502122
04115	1	0.919296536151465	0	39	1	0.999792684502122
04120	1	0.904487655412259	0	42	1	0.999792684502122
04122	1	0.995079080274954	0	3	1	0.999792684502122
04130	1	0.98344683974717	0	7	1	0.999792684502122
04140	1	0.986877388945745	0	18	1	0.999792684502122
04141	1	0.942250018872173	0	31	1	0.999792684502122
04142	1	0.942505212245303	0	30	1	0.999792684502122
04145	1	0.887056082343595	0	73	1	0.999792684502122
04146	1	0.975849925434885	0	10	1	0.999792684502122
04150	1	0.95731591750475	0	19	1	0.999792684502122
04210	1	0.928316734745202	0	35	1	0.999792684502122
04260	1	0.917292637501054	0	41	1	0.999792684502122
04270	1	0.849455204267079	0	72	1	0.999792684502122
04320	1	0.962869278781469	0	12	1	0.999792684502122
04330	1	0.936474362549513	0	24	1	0.999792684502122
04340	1	0.902009981526534	0	45	1	0.999792684502122
04350	1	0.916591499979534	0	44	1	0.999792684502122
04360	1	0.787973132484182	0	81	1	0.999792684502122
04370	1	0.911776124615387	0	42	1	0.999792684502122
04380	1	0.861456950827701	0	70	1	0.999792684502122
04510	1	0.727525737181611	0	114	1	0.999792684502122
04512	1	0.830999944113653	0	61	1	0.999792684502122
04514	1	0.822577950049131	0	100	1	0.999792684502122
04530	1	0.861884056929444	0	70	1	0.999792684502122
04540	1	0.878251814040969	0	54	1	0.999792684502122
04610	1	0.95976504749332	0	21	1	0.999792684502122
04612	1	0.953661152367301	0	36	1	0.999792684502122
04614	1	0.988760272821669	0	8	1	0.999792684502122
04620	1	0.909757928059847	0	58	1	0.999792684502122
04621	1	0.935133228810965	0	31	1	0.999792684502122
04622	1	0.956171465191877	0	34	1	0.999792684502122
04623	1	0.971219749643499	0	29	1	0.999792684502122
04640	1	0.89070590450797	0	63	1	0.999792684502122
04650	1	0.88115820356208	0	75	1	0.999792684502122
04662	1	0.91760831029939	0	36	1	0.999792684502122
04664	1	0.907772747142999	0	48	1	0.999792684502122
04666	1	0.890605811337547	0	45	1	0.999792684502122
04670	1	0.878849439984215	0	69	1	0.999792684502122
04672	1	0.954837521596743	0	32	1	0.999792684502122
04710	1	0.983330605261967	0	6	1	0.999792684502122
04720	1	0.900613493699275	0	37	1	0.999792684502122
04730	1	0.891566787462574	0	44	1	0.999792684502122
04740	1	0.473843800133219	0	953	1	0.999792684502122
04742	1	0.942124157883139	0	48	1	0.999792684502122
04744	1	0.951903932699328	0	23	1	0.999792684502122
04810	1	0.747441199549591	0	122	1	0.999792684502122
04912	1	0.87201557529084	0	57	1	0.999792684502122
04914	1	0.892889652731914	0	47	1	0.999792684502122
04920	1	0.939262232305982	0	28	1	0.999792684502122
04940	1	0.952735678978273	0	39	1	0.999792684502122
04960	1	0.944988937706221	0	25	1	0.999792684502122
04962	1	0.961554756141406	0	17	1	0.999792684502122
04964	1	0.979162404396484	0	9	1	0.999792684502122
04966	1	0.98163487187327	0	11	1	0.999792684502122
04970	1	0.880251298578337	0	52	1	0.999792684502122
04971	1	0.884577981735595	0	50	1	0.999792684502122
04972	1	0.848180920405798	0	74	1	0.999792684502122
04973	1	0.943739106989125	0	22	1	0.999792684502122
04974	1	0.869530876454081	0	59	1	0.999792684502122
04975	1	0.969648137762204	0	20	1	0.999792684502122
04977	1	0.980484445131808	0	10	1	0.999792684502122
05010	1	0.909470669485531	0	47	1	0.999792684502122
05012	1	0.961066291628971	0	27	1	0.999792684502122
05014	1	0.94323059897713	0	26	1	0.999792684502122
05016	1	0.890212421744394	0	52	1	0.999792684502122
05020	1	0.964565578239778	0	17	1	0.999792684502122
05100	1	0.928894156735305	0	30	1	0.999792684502122
05140	1	0.940771447135067	0	36	1	0.999792684502122
05142	1	0.892246136209961	0	56	1	0.999792684502122
05143	1	0.964622631993263	0	19	1	0.999792684502122
05144	1	0.955824906167001	0	26	1	0.999792684502122
05145	1	0.86059132144658	0	70	1	0.999792684502122
05146	1	0.843489099163287	0	77	1	0.999792684502122
05150	1	0.965374965764797	0	23	1	0.999792684502122
05160	1	0.898559189154784	0	66	1	0.999792684502122
05210	1	0.925832240065782	0	29	1	0.999792684502122
05211	1	0.934013654792221	0	27	1	0.999792684502122
05212	1	0.928723501693406	0	28	1	0.999792684502122
05213	1	0.946976903127414	0	18	1	0.999792684502122
05214	1	0.925283324557911	0	30	1	0.999792684502122
05215	1	0.908329979597373	0	36	1	0.999792684502122
05216	1	0.975162703328881	0	9	1	0.999792684502122
05218	1	0.913639233961871	0	40	1	0.999792684502122
05219	1	0.969362544754128	0	16	1	0.999792684502122
05220	1	0.929098683140734	0	27	1	0.999792684502122
05221	1	0.943940691353886	0	21	1	0.999792684502122
